Chiplet_11,Total Accumulation Energy,9.06693e+06,pJ
Chiplet_11,Total Other Peripheries Energy,735432,pJ
Chiplet_12,Total readEnergy,5.50174e+07,pJ
Chiplet_12,Total leakage Energy,333326,pJ
Chiplet_12,Total Routing Energy,2.284e+07,pJ
Chiplet_12,Total Buffer Energy,2.82669e+06,pJ
Chiplet_12,Total Local Buffer Energy,2.82669e+06,pJ
Chiplet_12,Total Local Routing Energy,2.284e+07,pJ
Chiplet_12,Total ADC Energy,8.70948e+06,pJ
Chiplet_12,Total Accumulation Energy,9.11105e+06,pJ
Chiplet_12,Total Other Peripheries Energy,751092,pJ
Chiplet_13,Total readEnergy,5.53953e+07,pJ
Chiplet_13,Total leakage Energy,333778,pJ
Chiplet_13,Total Routing Energy,2.2941e+07,pJ
Chiplet_13,Total Buffer Energy,2.95342e+06,pJ
Chiplet_13,Total Local Buffer Energy,2.95342e+06,pJ
Chiplet_13,Total Local Routing Energy,2.2941e+07,pJ
Chiplet_13,Total ADC Energy,8.74494e+06,pJ
Chiplet_13,Total Accumulation Energy,9.15516e+06,pJ
Chiplet_13,Total Other Peripheries Energy,770773,pJ
Chiplet_14,Total readEnergy,5.84184e+07,pJ
Chiplet_14,Total leakage Energy,334230,pJ
Chiplet_14,Total Routing Energy,2.37493e+07,pJ
Chiplet_14,Total Buffer Energy,3.96726e+06,pJ
Chiplet_14,Total Local Buffer Energy,3.96726e+06,pJ
Chiplet_14,Total Local Routing Energy,2.37493e+07,pJ
Chiplet_14,Total ADC Energy,9.02865e+06,pJ
Chiplet_14,Total Accumulation Energy,9.50812e+06,pJ
Chiplet_14,Total Other Peripheries Energy,928223,pJ
Chiplet_15,Total readEnergy,6.43428e+07,pJ
Chiplet_15,Total leakage Energy,334679,pJ
Chiplet_15,Total Routing Energy,2.53085e+07,pJ
Chiplet_15,Total Buffer Energy,5.99492e+06,pJ
Chiplet_15,Total Local Buffer Energy,5.99492e+06,pJ
Chiplet_15,Total Local Routing Energy,2.53085e+07,pJ
Chiplet_15,Total ADC Energy,9.59606e+06,pJ
Chiplet_15,Total Accumulation Energy,1.0214e+07,pJ
Chiplet_15,Total Other Peripheries Energy,1.17878e+06,pJ
Chiplet_16,Total readEnergy,6.44948e+07,pJ
Chiplet_16,Total leakage Energy,334875,pJ
Chiplet_16,Total Routing Energy,2.53495e+07,pJ
Chiplet_16,Total Buffer Energy,6.04864e+06,pJ
Chiplet_16,Total Local Buffer Energy,6.04864e+06,pJ
Chiplet_16,Total Local Routing Energy,2.53495e+07,pJ
Chiplet_16,Total ADC Energy,9.60927e+06,pJ
Chiplet_16,Total Accumulation Energy,1.02309e+07,pJ
Chiplet_16,Total Other Peripheries Energy,1.18702e+06,pJ
Total NoC power is	2.564713333333333	mW
Total NoP power is	16.13245333333333	mW
Total NoP Driver Energy is	101520000.0	pJ
